#{"t_start": 1763990817.6051302, "env_id": "None"}
r,l,t
0.0,9,0.054609
-27.3,10,0.074235
-1.1,68,0.215626
-12.2,6,0.220995
-21.0,5,0.2301
99.4,69,0.370761
-15.4,6,0.381167
304.6,109,0.667372
-462.6,200,1.034811
-197.1,101,1.283017
45.2,37,1.41714
195.5,92,1.591517
13.0,10,1.616914
691.9,200,2.059168
-25.0,3,2.063013
740.0,200,2.686061
676.7,200,3.199018
-476.8,200,3.467155
-456.5,200,3.679092
-485.7,200,4.089797
21.0,20,4.115682
4.0,10,4.122789
592.6,200,4.429981
-519.0,200,4.734092
-101.1,35,4.772632
684.8,200,5.072958
-151.2,58,5.214983
730.8,200,5.738774
-511.4,200,5.966727
775.0,200,6.173134
780.3,200,6.373403
-523.1,200,6.817058
583.0,165,7.143975
-509.0,200,7.355939
-20.0,1,7.35694
-477.6,200,7.562807
732.0,200,7.88091
-502.2,200,8.3169
653.0,200,8.942703
-464.4,200,9.384644
695.4,200,9.896846
566.0,200,10.341196
619.6,200,10.821522
130.9,37,10.922975
-525.7,200,11.433116
-528.3,200,11.797341
709.8,200,12.102833
803.6,200,12.471104
594.5,178,12.783446
607.9,200,13.085981
794.8,200,13.377339
779.7,200,13.707097
872.7,200,14.208746
939.6,200,14.774728
924.6,200,15.310056
948.9,200,15.796892
933.0,200,16.281615
956.8,200,16.772816
927.5,200,16.984118
931.7,200,17.181396
-603.4,200,17.388649
-592.2,200,17.831927
-598.4,200,18.335114
-596.4,200,18.815
961.0,200,19.185819
-605.1,200,21.354238
958.0,200,21.70615
931.7,200,22.071904
-614.0,200,22.463561
961.8,200,22.86921
-118.0,37,22.908555
626.0,131,23.040969
967.9,200,23.506925
955.9,200,23.771112
954.8,200,23.988856
-610.1,200,24.218937
954.8,200,24.585929
-607.2,200,24.952147
-612.1,200,25.22992
-606.0,200,25.537215
-607.1,200,26.042941
949.8,200,26.64333
973.0,200,27.008972
-602.2,200,27.23808
-604.3,200,27.704814
966.9,200,27.993453
979.0,200,28.326005
971.0,200,28.635901
958.0,200,29.183885
964.0,200,29.636426
974.9,200,30.063614
-612.0,200,30.571617
967.8,200,31.005673
-605.1,200,31.557133
979.0,200,32.157946
979.0,200,32.738241
972.0,200,33.285204
985.0,200,33.756128
965.9,200,34.148463
964.0,200,34.608781
979.0,200,35.046342
979.9,200,35.528924
-611.0,200,36.026303
953.9,200,36.512046
-612.1,200,36.978764
958.0,200,37.420616
967.9,200,38.033997
979.0,200,38.699991
966.9,200,39.099848
972.9,200,39.367135
964.0,200,39.652781
985.0,200,40.038841
978.0,200,40.591014
971.0,200,41.584444
979.9,200,42.093078
-609.1,200,42.538045
950.6,200,42.911803
-610.1,200,45.208216
960.9,200,45.556705
978.0,200,46.073866
-610.0,200,46.513837
-611.1,200,46.913616
967.8,200,47.18484
972.0,200,47.402708
966.9,200,47.722585
968.9,200,47.927102
972.9,200,48.248049
985.0,200,48.567053
972.9,200,48.781202
-613.0,200,49.087392
985.0,200,49.355711
985.0,200,50.03902
985.0,200,50.531973
985.0,200,51.025995
985.0,200,51.481691
985.0,200,51.959025
985.0,200,52.503048
985.0,200,53.056717
-613.0,200,53.507161
-615.0,200,54.010348
-612.1,200,54.464832
978.0,200,54.788972
978.0,200,55.368771
-612.1,200,56.050244
972.0,200,56.724648
985.0,200,57.132978
978.0,200,57.462842
972.9,200,57.755628
978.0,200,58.200865
-614.0,200,58.687183
985.0,200,59.107266
-614.0,200,59.570904
-613.0,200,60.044881
-615.0,200,60.569671
985.0,200,61.028772
985.0,200,61.863972
985.0,200,62.443087
979.0,200,62.893582
985.0,200,63.439668
985.0,200,63.845663
985.0,200,64.271745
979.0,200,64.747101
-612.0,200,65.237057
-614.0,200,65.761687
979.9,200,66.28702
985.0,200,66.661616
978.0,200,66.945819
979.9,200,69.25838
-615.0,200,69.542723
978.0,200,69.841855
985.0,200,70.134194
-615.0,200,70.673902
985.0,200,70.956047
-615.0,200,71.25301
979.9,200,71.554062
979.9,200,71.89606
978.0,200,72.218864
-614.0,200,72.524449
978.0,200,72.807078
-614.0,200,73.168861
-615.0,200,73.868751
-615.0,200,74.186763
985.0,200,74.474408
-612.1,200,74.869911
985.0,200,75.153645
-615.0,200,75.45823
-613.0,200,75.758106
985.0,200,76.003876
985.0,200,76.351484
985.0,200,76.766313
985.0,200,77.214155
985.0,200,77.722022
979.9,200,77.946561
979.9,200,78.169882
972.9,200,78.498166
985.0,200,78.816161
985.0,200,79.525942
985.0,200,80.163011
985.0,200,80.482995
985.0,200,80.755124
985.0,200,81.299209
-614.0,200,81.946294
-615.0,200,82.613981
-615.0,200,83.305462
985.0,200,83.788328
985.0,200,84.283126
985.0,200,84.78602
979.9,200,85.583605
985.0,200,86.193556
985.0,200,86.643445
985.0,200,86.867641
979.9,200,87.237463
985.0,200,87.627491
985.0,200,88.139476
-615.0,200,88.594391
-615.0,200,89.020501
985.0,200,89.467549
985.0,200,92.491621
985.0,200,93.034251
985.0,200,93.451727
985.0,200,93.763273
-615.0,200,94.222682
-615.0,200,94.540493
-615.0,200,94.836918
-615.0,200,95.040282
985.0,200,95.297793
985.0,200,95.856326
-615.0,200,96.132124
978.0,200,96.437454
985.0,200,96.771854
985.0,200,97.191213
985.0,200,97.411337
985.0,200,97.623989
985.0,200,97.841148
985.0,200,98.048695
-615.0,200,98.285463
985.0,200,98.568436
-615.0,200,98.787843
985.0,200,99.056238
985.0,200,99.287567
985.0,200,99.759291
985.0,200,100.18416
-615.0,200,100.690425
-615.0,200,101.364438
979.9,200,101.995431
985.0,200,102.772624
985.0,200,103.130224
985.0,200,103.621106
985.0,200,104.403357
985.0,200,104.762769
985.0,200,105.041224
985.0,200,105.617858
-615.0,200,105.893237
985.0,200,106.216343
-615.0,200,106.83641
985.0,200,107.185423
-615.0,200,107.416336
985.0,200,107.741241
-615.0,200,108.038337
985.0,200,108.468599
985.0,200,108.9005
-615.0,200,109.320442
-615.0,200,109.842107
-615.0,200,110.054185
985.0,200,110.361969
-615.0,200,110.63029
985.0,200,111.226281
985.0,200,113.363815
-615.0,200,113.728591
985.0,200,114.252608
-615.0,200,114.662378
985.0,200,115.020258
-615.0,200,115.545407
-615.0,200,116.10526
985.0,200,116.571229
985.0,200,117.05819
985.0,200,117.562553
985.0,200,117.8906
-615.0,200,118.368492
-615.0,200,118.65422
985.0,200,118.951672
985.0,200,119.285232
985.0,200,119.774029
985.0,200,119.987596
985.0,200,120.200785
985.0,200,120.465925
985.0,200,120.78633
985.0,200,121.115945
985.0,200,121.37159
985.0,200,121.800637
-615.0,200,122.176543
-615.0,200,122.507513
985.0,200,122.782401
985.0,200,123.086774
985.0,200,123.572504
-615.0,200,124.023516
-615.0,200,124.519565
985.0,200,124.925453
-615.0,200,125.231096
985.0,200,125.59658
985.0,200,126.13471
-615.0,200,126.698557
-615.0,200,126.919837
-615.0,200,127.136372
985.0,200,127.357542
985.0,200,127.761837
985.0,200,128.095649
985.0,200,128.387786
-615.0,200,128.709244
985.0,200,129.206138
985.0,200,129.503001
985.0,200,129.79855
-615.0,200,130.006331
985.0,200,130.220998
985.0,200,130.598202
985.0,200,130.879248
985.0,200,131.163109
-615.0,200,133.712535
-615.0,200,133.98375
985.0,200,134.35102
-615.0,200,134.823227
985.0,200,135.040024
985.0,200,135.350606
985.0,200,135.570184
-615.0,200,135.975866
985.0,200,136.320797
-615.0,200,136.538462
985.0,200,136.751481
985.0,200,136.972037
985.0,200,137.191414
985.0,200,137.51644
-615.0,200,137.78949
985.0,200,138.101521
-615.0,200,138.39745
-615.0,200,138.945956
-615.0,200,139.221639
985.0,200,139.428266
985.0,200,139.64313
-615.0,200,139.870331
-615.0,200,140.259032
-615.0,200,140.563245
985.0,200,140.835246
985.0,200,141.144647
-615.0,200,141.443766
985.0,200,141.788485
-615.0,200,142.080416
-615.0,200,142.383066
985.0,200,142.684366
-615.0,200,143.056194
985.0,200,143.327557
985.0,200,143.88835
985.0,200,144.454596
-615.0,200,144.74178
985.0,200,144.947926
985.0,200,145.156403
-615.0,200,145.534172
-615.0,200,145.870052
985.0,200,146.154408
985.0,200,146.477813
985.0,200,146.85582
979.9,200,147.214181
985.0,200,147.470531
985.0,200,147.686423
985.0,200,147.885973
985.0,200,148.100582
985.0,200,148.503186
-615.0,200,148.778267
-615.0,200,151.332961
985.0,200,151.610733
985.0,200,152.011005
985.0,200,152.582403
985.0,200,153.004787
985.0,200,153.517429
-615.0,200,153.987913
985.0,200,154.451636
985.0,200,154.989087
-615.0,200,155.535173
985.0,200,155.944268
-615.0,200,156.514458
985.0,200,156.839603
985.0,200,157.125655
985.0,200,157.419435
985.0,200,157.939739
985.0,200,158.260563
-615.0,200,158.531288
-615.0,200,158.850624
985.0,200,159.515978
985.0,200,159.724579
-615.0,200,159.938327
-615.0,200,160.1639
-615.0,200,160.649395
-615.0,200,160.965852
-615.0,200,161.244405
985.0,200,161.535384
985.0,200,162.09647
-615.0,200,162.374496
-615.0,200,162.596109
985.0,200,162.865364
985.0,200,163.141655
985.0,200,163.52352
985.0,200,163.788268
985.0,200,164.10774
985.0,200,164.398581
985.0,200,164.874307
-615.0,200,165.348229
985.0,200,165.803541
985.0,200,166.321516
985.0,200,166.767422
979.9,200,167.034842
-615.0,200,167.453341
985.0,200,167.736249
-615.0,200,168.026467
985.0,200,168.321013
-615.0,200,168.835741
-615.0,200,169.135267
-615.0,200,169.42943
-615.0,200,169.798642
-615.0,200,172.286276
985.0,200,172.781676
985.0,200,173.156691
985.0,200,173.548466
985.0,200,173.866471
985.0,200,174.320515
985.0,200,174.616655
-615.0,200,174.949681
985.0,200,175.281431
-615.0,200,175.650263
985.0,200,175.970478
-615.0,200,176.266693
985.0,200,176.633782
985.0,200,177.026887
985.0,200,177.403193
-615.0,200,177.86872
-615.0,200,178.25624
985.0,200,178.735302
-615.0,200,179.039412
985.0,200,179.364522
-615.0,200,179.621009
-615.0,200,180.04247
979.9,200,180.379685
985.0,200,180.714221
985.0,200,180.944958
985.0,200,181.450216
985.0,200,181.755959
-615.0,200,182.034357
-615.0,200,182.283427
985.0,200,182.789812
-615.0,200,183.075354
985.0,200,183.363165
-615.0,200,183.721298
-615.0,200,184.210388
979.9,200,184.479284
985.0,200,184.814363
985.0,200,185.056739
-615.0,200,185.542499
-615.0,200,185.909403
-615.0,200,186.270611
985.0,200,186.496465
985.0,200,186.92764
-615.0,200,187.245299
-615.0,200,187.588553
985.0,200,187.790931
985.0,200,188.11343
985.0,200,188.466241
-615.0,200,188.804584
985.0,200,189.267704
985.0,200,189.826181
985.0,200,192.170465
-615.0,200,192.559272
985.0,200,192.947661
-615.0,200,193.223394
985.0,200,193.678142
-615.0,200,194.049104
985.0,200,194.349804
979.9,200,194.573221
-612.1,200,194.836013
985.0,200,195.283177
985.0,200,195.57931
-615.0,200,195.848492
979.9,200,196.063933
979.9,200,196.443678
-612.1,200,196.806254
985.0,200,197.059918
979.9,200,197.270043
979.9,200,197.488596
979.9,200,197.995388
-615.0,200,198.2767
985.0,200,198.592238
979.9,200,198.994672
979.9,200,199.467804
985.0,200,199.741998
985.0,200,200.049093
-615.0,200,200.424208
-612.1,200,200.822588
985.0,200,201.103433
985.0,200,201.504646
985.0,200,201.810102
-615.0,200,202.200287
-615.0,200,202.472365
-615.0,200,202.865032
979.9,200,203.425171
-612.1,200,203.714215
985.0,200,204.088622
985.0,200,204.366358
974.8,200,204.685361
985.0,200,204.976228
985.0,200,205.282547
985.0,200,205.49937
974.8,200,205.729627
979.9,200,206.217523
-615.0,200,206.498643
985.0,200,206.836096
985.0,200,207.058119
979.9,200,207.724142
974.8,200,208.235319
964.6,200,208.808617
979.9,200,209.2939
985.0,200,211.922299
-615.0,200,212.164376
-609.2,200,212.641284
985.0,200,213.138245
979.9,200,213.412559
-615.0,200,213.630394
964.6,200,213.964081
-612.1,200,214.404233
964.6,200,214.659861
974.8,200,214.943708
979.9,200,215.261372
979.9,200,215.818495
979.9,200,216.110841
-612.1,200,216.427477
964.6,200,216.723889
985.0,200,217.251279
985.0,200,217.574569
985.0,200,217.785473
979.9,200,218.012753
985.0,200,218.560588
985.0,200,218.843729
985.0,200,219.056694
-612.1,200,219.284155
985.0,200,219.644631
985.0,200,220.006445
979.9,200,220.496819
985.0,200,220.848007
985.0,200,221.265879
985.0,200,221.542698
985.0,200,221.863207
985.0,200,222.333893
985.0,200,222.888491
985.0,200,223.276377
-612.1,200,223.681351
985.0,200,224.448257
985.0,200,225.105621
-612.1,200,226.100351
985.0,200,226.517597
985.0,200,226.753449
-615.0,200,227.153561
-615.0,200,227.382304
985.0,200,227.719619
985.0,200,228.010092
-615.0,200,228.538592
-615.0,200,228.768004
985.0,200,229.104213
985.0,200,229.386267
-615.0,200,229.904583
985.0,200,230.141608
985.0,200,230.453097
979.9,200,232.659348
985.0,200,232.867964
985.0,200,233.08316
985.0,200,233.289281
-615.0,200,233.522631
985.0,200,234.08441
985.0,200,234.365987
985.0,200,234.679761
985.0,200,234.986168
985.0,200,235.488321
-615.0,200,235.92951
985.0,200,236.442258
985.0,200,237.044233
-615.0,200,237.609887
-615.0,200,238.181267
985.0,200,238.610543
-615.0,200,239.070559
985.0,200,239.576889
-615.0,200,239.909668
985.0,200,240.22028
985.0,200,240.542783
985.0,200,241.159564
985.0,200,241.507724
985.0,200,241.976376
985.0,200,242.392192
985.0,200,242.776847
985.0,200,243.049902
-615.0,200,243.576232
-615.0,200,243.951546
985.0,200,244.249335
985.0,200,244.561475
-615.0,200,244.89764
985.0,200,245.246535
985.0,200,245.522731
-615.0,200,245.846077
-615.0,200,246.05248
985.0,200,246.405379
-615.0,200,246.683071
-615.0,200,246.956445
-615.0,200,247.28206
-612.1,200,247.605147
985.0,200,247.991452
985.0,200,248.270834
974.8,200,248.598522
974.8,200,248.875141
964.6,200,249.248569
964.6,200,249.522369
979.9,200,249.820522
974.8,200,250.131382
985.0,200,250.645976
979.9,200,252.563186
979.9,200,252.876307
-615.0,200,253.224359
-615.0,200,253.565042
974.8,200,253.853421
979.9,200,254.070431
979.9,200,254.302453
974.8,200,254.682055
985.0,200,254.985833
969.7,200,255.253541
969.7,200,255.567689
979.9,200,256.059676
985.0,200,256.539824
985.0,200,256.804599
954.4,200,257.14425
985.0,200,257.521483
974.8,200,257.794555
-612.1,200,258.121372
985.0,200,258.405793
-606.3,200,258.711285
-612.1,200,259.00469
979.9,200,259.300568
-612.1,200,259.718682
985.0,200,260.26958
979.9,200,260.542507
-609.2,200,260.986246
979.9,200,261.294255
-615.0,200,261.68858
-615.0,200,261.96827
-615.0,200,262.265672
-603.3,200,262.600844
974.8,200,262.924736
-603.4,200,263.213158
-609.2,200,263.50619
-609.2,200,263.918216
964.6,200,264.362816
-615.0,200,264.748303
969.7,200,265.044762
979.9,200,265.438102
969.7,200,265.785296
964.6,200,266.067818
985.0,200,266.366789
-615.0,200,266.702793
979.9,200,267.031589
985.0,200,267.31777
979.9,200,267.842936
979.9,200,268.243623
-609.2,200,268.560876
974.8,200,268.832695
979.9,200,269.049498
-612.1,200,271.72151
985.0,200,272.334112
974.8,200,272.754746
979.9,200,273.030788
985.0,200,273.446549
-615.0,200,273.803221
985.0,200,274.066556
985.0,200,274.438616
985.0,200,274.778492
985.0,200,275.209948
985.0,200,275.480185
979.9,200,275.785589
-615.0,200,276.082414
985.0,200,276.627834
-615.0,200,276.904416
985.0,200,277.200921
985.0,200,277.494678
985.0,200,277.793112
-615.0,200,278.134566
985.0,200,278.420519
985.0,200,278.810564
-615.0,200,279.090417
985.0,200,279.453328
985.0,200,279.736171
-615.0,200,280.03196
985.0,200,280.547795
985.0,200,281.020221
985.0,200,281.564443
985.0,200,282.051785
-615.0,200,282.476305
985.0,200,282.832766
985.0,200,283.196452
-615.0,200,283.537766
985.0,200,283.811537
985.0,200,284.1268
985.0,200,284.420973
985.0,200,284.766349
985.0,200,285.050874
985.0,200,285.338557
985.0,200,285.628298
-615.0,200,285.932897
985.0,200,286.346507
-615.0,200,286.76225
985.0,200,287.35415
985.0,200,287.73404
979.9,200,287.987954
985.0,200,288.204822
985.0,200,288.423743
985.0,200,288.770786
-615.0,200,289.035501
985.0,200,291.471453
985.0,200,291.814161
985.0,200,292.120635
-615.0,200,292.40229
985.0,200,292.86162
985.0,200,293.316594
-615.0,200,293.742582
985.0,200,294.069425
985.0,200,294.471616
-615.0,200,294.747684
985.0,200,295.07856
-615.0,200,295.427502
-615.0,200,295.921095
985.0,200,296.396206
979.9,200,296.693547
-615.0,200,297.082572
985.0,200,297.38598
985.0,200,297.715199
-615.0,200,298.279979
979.9,200,298.764882
985.0,200,299.03751
985.0,200,299.24292
985.0,200,299.646075
985.0,200,300.014493
985.0,200,300.501323
979.9,200,300.839238
-612.1,200,301.350958
979.9,200,301.637882
-615.0,200,301.984328
985.0,200,302.220293
985.0,200,302.704932
-615.0,200,302.995208
985.0,200,303.286341
985.0,200,303.616037
985.0,200,304.043438
-615.0,200,304.256934
-612.1,200,304.56784
-615.0,200,304.783884
985.0,200,305.065574
985.0,200,305.418222
-615.0,200,305.688294
985.0,200,305.991514
985.0,200,306.571374
-615.0,200,306.889188
-615.0,200,307.186603
985.0,200,307.466548
-615.0,200,307.693472
985.0,200,308.191655
-615.0,200,308.484516
-615.0,200,308.783336
985.0,200,311.35552
985.0,200,311.752573
-615.0,200,312.182241
-615.0,200,312.578638
985.0,200,312.882147
985.0,200,313.175314
-615.0,200,313.669345
-615.0,200,313.946562
985.0,200,314.320321
985.0,200,314.543396
-615.0,200,314.800551
978.0,200,315.123085
985.0,200,315.438275
985.0,200,315.731492
-615.0,200,315.954079
985.0,200,316.39075
985.0,200,316.658444
985.0,200,316.967419
-615.0,200,317.269751
985.0,200,317.797744
985.0,200,318.065918
-615.0,200,318.381438
985.0,200,318.603575
985.0,200,319.233557
985.0,200,319.690435
-615.0,200,319.917813
985.0,200,320.371501
985.0,200,320.733288
985.0,200,321.027685
985.0,200,321.313444
-615.0,200,321.916633
985.0,200,322.428244
-615.0,200,322.841313
-615.0,200,323.472117
985.0,200,323.869365
-615.0,200,324.103011
-615.0,200,324.574772
985.0,200,324.838478
-615.0,200,325.116557
985.0,200,325.463866
985.0,200,325.994578
985.0,200,326.470345
985.0,200,326.817551
985.0,200,327.12752
985.0,200,327.527882
985.0,200,327.810406
985.0,200,328.112668
985.0,200,328.51209
985.0,200,328.99999
-615.0,200,329.459419
-615.0,200,332.094725
-615.0,200,332.327799
985.0,200,332.562143
985.0,200,332.99371
-615.0,200,333.365998
985.0,200,333.603549
-615.0,200,334.029818
-615.0,200,334.476123
-615.0,200,334.770397
985.0,200,335.161643
-615.0,200,335.685263
979.0,200,335.967533
985.0,200,336.269525
-615.0,200,336.571774
985.0,200,337.028504
-615.0,200,337.313456
985.0,200,337.596128
985.0,200,337.814739
985.0,200,338.034397
985.0,200,338.486215
-615.0,200,338.759306
985.0,200,339.066398
-615.0,200,339.302208
-615.0,200,339.888114
-615.0,200,340.19144
985.0,200,340.582901
-615.0,200,341.183322
985.0,200,341.632267
985.0,200,341.912463
-615.0,200,342.190378
-615.0,200,342.68049
-615.0,200,342.976084
985.0,200,343.183172
-615.0,200,343.397527
-615.0,200,343.711587
985.0,200,344.100626
985.0,200,344.380076
985.0,200,344.650574
985.0,200,344.932501
985.0,200,345.367924
-615.0,200,345.647603
985.0,200,345.890401
-615.0,200,346.439496
985.0,200,346.862421
985.0,200,347.138435
985.0,200,347.350459
985.0,200,347.563225
985.0,200,347.964552
985.0,200,348.429707
-615.0,200,348.768189
985.0,200,351.163025
-615.0,200,351.381459
985.0,200,351.603989
985.0,200,352.082213
985.0,200,352.366303
985.0,200,352.680522
-615.0,200,352.996379
-615.0,200,353.540813
-615.0,200,353.820464
-615.0,200,354.019511
985.0,200,354.224544
985.0,200,354.429937
985.0,200,354.802944
-615.0,200,355.082516
985.0,200,355.30354
985.0,200,355.513085
-615.0,200,355.734875
-615.0,200,356.359404
985.0,200,356.640652
985.0,200,356.86263
985.0,200,357.31753
-615.0,200,357.872756
985.0,200,358.170316
985.0,200,358.540971
985.0,200,359.032428
985.0,200,359.38267
985.0,200,359.631034
985.0,200,360.255152
985.0,200,360.684426
985.0,200,361.125101
985.0,200,361.763498
-615.0,200,362.08258
985.0,200,362.299566
-615.0,200,362.524041
985.0,200,362.742049
985.0,200,363.075865
985.0,200,363.378488
985.0,200,363.589066
985.0,200,363.899542
985.0,200,364.191393
985.0,200,364.655786
-615.0,200,364.940781
-615.0,200,365.231919
985.0,200,365.442027
985.0,200,365.736078
985.0,200,366.090787
985.0,200,366.299557
985.0,200,366.502535
-615.0,200,366.72086
985.0,200,366.942238
985.0,200,369.308273
985.0,200,369.67187
985.0,200,369.982229
-615.0,200,370.313599
985.0,200,370.531364
985.0,200,370.884504
985.0,200,371.285376
985.0,200,371.665451
-615.0,200,371.909927
985.0,200,372.231493
985.0,200,372.551949
985.0,200,372.986181
985.0,200,373.208361
985.0,200,373.52069
985.0,200,373.852278
-615.0,200,374.296134
-615.0,200,374.574805
-615.0,200,374.881432
985.0,200,375.165921
-615.0,200,375.732423
-615.0,200,375.955109
985.0,200,376.282605
-615.0,200,376.568648
985.0,200,377.071986
985.0,200,377.295638
985.0,200,377.846085
985.0,200,378.374514
-615.0,200,378.750644
985.0,200,379.032514
985.0,200,379.703382
985.0,200,380.310656
-615.0,200,380.764004
985.0,200,381.23947
-615.0,200,381.740763
985.0,200,382.174508
985.0,200,382.793323
-615.0,200,383.295441
985.0,200,383.759448
985.0,200,384.26176
985.0,200,384.721753
985.0,200,385.310708
985.0,200,385.77081
985.0,200,386.224183
-615.0,200,386.8097
-615.0,200,387.351319
985.0,200,387.91011
985.0,200,388.388334
985.0,200,388.785461
985.0,200,389.062182
-615.0,200,389.514138
-615.0,200,391.614365
985.0,200,391.891615
-615.0,200,392.385947
985.0,200,392.67065
-615.0,200,393.179807
985.0,200,393.769739
985.0,200,394.342794
-615.0,200,394.920813
985.0,200,395.425923
985.0,200,395.919885
985.0,200,396.495404
-615.0,200,396.990565
-615.0,200,397.418918
985.0,200,398.003804
985.0,200,398.465591
985.0,200,399.005347
-615.0,200,399.501221
985.0,200,400.005625
985.0,200,400.572375
-615.0,200,401.045675
985.0,200,401.45265
-615.0,200,401.972816
-615.0,200,402.451293
985.0,200,403.089878
985.0,200,403.550411
985.0,200,404.072687
985.0,200,404.56186
-615.0,200,405.077878
985.0,200,405.645212
-615.0,200,406.212702
985.0,200,406.89655
985.0,200,407.828183
-615.0,200,408.787492
985.0,200,409.648202
-615.0,200,410.20843
985.0,200,410.726824
985.0,200,411.005324
-615.0,200,411.223366
985.0,200,411.441349
-615.0,200,411.668594
-615.0,200,412.071432
-615.0,200,412.33794
985.0,200,412.865493
985.0,200,413.418236
-615.0,200,413.892154
-615.0,200,414.183483
985.0,200,414.699236
-615.0,200,415.22124
985.0,200,415.649948
985.0,200,416.169472
